id,date,store_nbr,family,onpromotion,sales
3005399,2017-08-18,35,23,6.0,101.2663702707561
3005400,2017-08-18,35,24,82.0,940.080276258096
3005401,2017-08-18,35,25,148.0,940.080276258096
3005402,2017-08-18,35,26,14.0,101.2663702707561
3005403,2017-08-18,35,27,17.0,101.2663702707561
3005404,2017-08-18,35,28,54.0,378.10268865097487
3005405,2017-08-18,35,29,10.0,101.2663702707561
3005406,2017-08-18,35,30,302.0,2900.0780844218434
3005407,2017-08-18,35,31,15.0,101.2663702707561
3005408,2017-08-18,35,32,8.0,101.2663702707561
3005409,2017-08-18,36,0,20.0,101.2663702707561
3005410,2017-08-18,36,1,1.0,101.2663702707561
3005411,2017-08-18,36,2,8.0,101.2663702707561
3005412,2017-08-18,36,3,560.0,9384.554230550824
3005413,2017-08-18,36,4,1.0,101.2663702707561
3005414,2017-08-18,36,5,131.0,940.080276258096
3005415,2017-08-18,36,6,29.0,378.10268865097487
3005416,2017-08-18,36,7,438.0,2900.0780844218434
3005417,2017-08-18,36,8,226.0,1617.3991464760827
3005418,2017-08-18,36,9,90.0,940.080276258096
3005419,2017-08-18,36,10,41.0,378.10268865097487
3005420,2017-08-18,36,11,54.0,378.10268865097487
3005421,2017-08-18,36,12,1277.0,10041.858970414207
3005422,2017-08-18,36,13,14.0,101.2663702707561
3005423,2017-08-18,36,14,4.0,101.2663702707561
3005424,2017-08-18,36,15,75.0,940.080276258096
3005425,2017-08-18,36,16,43.0,378.10268865097487
3005426,2017-08-18,36,17,1.0,101.2663702707561
3005427,2017-08-18,36,18,105.0,940.080276258096
3005428,2017-08-18,36,19,21.0,101.2663702707561
3005429,2017-08-18,36,20,22.0,101.2663702707561
3005430,2017-08-18,36,21,20.0,101.2663702707561
3005431,2017-08-18,36,22,64.0,378.10268865097487
3005432,2017-08-18,36,23,6.0,101.2663702707561
3005433,2017-08-18,36,24,82.0,940.080276258096
3005434,2017-08-18,36,25,148.0,940.080276258096
3005435,2017-08-18,36,26,14.0,101.2663702707561
3005436,2017-08-18,36,27,17.0,101.2663702707561
3005437,2017-08-18,36,28,54.0,378.10268865097487
3005438,2017-08-18,36,29,10.0,101.2663702707561
3005439,2017-08-18,36,30,302.0,2900.0780844218434
3005440,2017-08-18,36,31,15.0,101.2663702707561
3005441,2017-08-18,36,32,8.0,101.2663702707561
3005442,2017-08-18,37,0,20.0,101.2663702707561
3005443,2017-08-18,37,1,1.0,101.2663702707561
3005444,2017-08-18,37,2,8.0,101.2663702707561
3005445,2017-08-18,37,3,560.0,9384.554230550824
3005446,2017-08-18,37,4,1.0,101.2663702707561
3005447,2017-08-18,37,5,131.0,940.080276258096
3005448,2017-08-18,37,6,29.0,378.10268865097487
3005449,2017-08-18,37,7,438.0,2900.0780844218434
3005450,2017-08-18,37,8,226.0,1617.3991464760827
3005451,2017-08-18,37,9,90.0,940.080276258096
3005452,2017-08-18,37,10,41.0,378.10268865097487
3005453,2017-08-18,37,11,54.0,378.10268865097487
3005454,2017-08-18,37,12,1277.0,10041.858970414207
3005455,2017-08-18,37,13,14.0,101.2663702707561
3005456,2017-08-18,37,14,4.0,101.2663702707561
3005457,2017-08-18,37,15,75.0,940.080276258096
3005458,2017-08-18,37,16,43.0,378.10268865097487
3005459,2017-08-18,37,17,1.0,101.2663702707561
3005460,2017-08-18,37,18,105.0,940.080276258096
3005461,2017-08-18,37,19,21.0,101.2663702707561
3005462,2017-08-18,37,20,22.0,101.2663702707561
3005463,2017-08-18,37,21,20.0,101.2663702707561
3005464,2017-08-18,37,22,64.0,378.10268865097487
3005465,2017-08-18,37,23,6.0,101.2663702707561
3005466,2017-08-18,37,24,82.0,940.080276258096
3005467,2017-08-18,37,25,148.0,940.080276258096
3005468,2017-08-18,37,26,14.0,101.2663702707561
3005469,2017-08-18,37,27,17.0,101.2663702707561
3005470,2017-08-18,37,28,54.0,378.10268865097487
3005471,2017-08-18,37,29,10.0,101.2663702707561
3005472,2017-08-18,37,30,302.0,2900.0780844218434
3005473,2017-08-18,37,31,15.0,101.2663702707561
3005474,2017-08-18,37,32,8.0,101.2663702707561
3005475,2017-08-18,38,0,20.0,101.2663702707561
3005476,2017-08-18,38,1,1.0,101.2663702707561
3005477,2017-08-18,38,2,8.0,101.2663702707561
3005478,2017-08-18,38,3,560.0,9384.554230550824
3005479,2017-08-18,38,4,1.0,101.2663702707561
3005480,2017-08-18,38,5,131.0,940.080276258096
3005481,2017-08-18,38,6,29.0,378.10268865097487
3005482,2017-08-18,38,7,438.0,2900.0780844218434
3005483,2017-08-18,38,8,226.0,1617.3991464760827
3005484,2017-08-18,38,9,90.0,940.080276258096
3005485,2017-08-18,38,10,41.0,378.10268865097487
3005486,2017-08-18,38,11,54.0,378.10268865097487
3005487,2017-08-18,38,12,1277.0,10041.858970414207
3005488,2017-08-18,38,13,14.0,101.2663702707561
3005489,2017-08-18,38,14,4.0,101.2663702707561
3005490,2017-08-18,38,15,75.0,940.080276258096
3005491,2017-08-18,38,16,43.0,378.10268865097487
3005492,2017-08-18,38,17,1.0,101.2663702707561
3005493,2017-08-18,38,18,105.0,940.080276258096
3005494,2017-08-18,38,19,21.0,101.2663702707561
3005495,2017-08-18,38,20,22.0,101.2663702707561
3005496,2017-08-18,38,21,20.0,101.2663702707561
3005497,2017-08-18,38,22,64.0,378.10268865097487
3005498,2017-08-18,38,23,6.0,101.2663702707561
3005499,2017-08-18,38,24,82.0,940.080276258096
3005500,2017-08-18,38,25,148.0,940.080276258096
3005501,2017-08-18,38,26,14.0,101.2663702707561
3005502,2017-08-18,38,27,17.0,101.2663702707561
3005503,2017-08-18,38,28,54.0,378.10268865097487
3005504,2017-08-18,38,29,10.0,101.2663702707561
3005505,2017-08-18,38,30,302.0,2900.0780844218434
3005506,2017-08-18,38,31,15.0,101.2663702707561
3005507,2017-08-18,38,32,8.0,101.2663702707561
3005508,2017-08-18,39,0,20.0,101.2663702707561
3005509,2017-08-18,39,1,1.0,101.2663702707561
3005510,2017-08-18,39,2,8.0,101.2663702707561
3005511,2017-08-18,39,3,560.0,9384.554230550824
3005512,2017-08-18,39,4,1.0,101.2663702707561
3005513,2017-08-18,39,5,131.0,940.080276258096
3005514,2017-08-18,39,6,29.0,378.10268865097487
3005515,2017-08-18,39,7,438.0,2900.0780844218434
3005516,2017-08-18,39,8,226.0,1617.3991464760827
3005517,2017-08-18,39,9,90.0,940.080276258096
3005518,2017-08-18,39,10,41.0,378.10268865097487
3005519,2017-08-18,39,11,54.0,378.10268865097487
3005520,2017-08-18,39,12,1277.0,10041.858970414207
3005521,2017-08-18,39,13,14.0,101.2663702707561
3005522,2017-08-18,39,14,4.0,101.2663702707561
3005523,2017-08-18,39,15,75.0,940.080276258096
3005524,2017-08-18,39,16,43.0,378.10268865097487
3005525,2017-08-18,39,17,1.0,101.2663702707561
3005526,2017-08-18,39,18,105.0,940.080276258096
3005527,2017-08-18,39,19,21.0,101.2663702707561
3005528,2017-08-18,39,20,22.0,101.2663702707561
3005529,2017-08-18,39,21,20.0,101.2663702707561
3005530,2017-08-18,39,22,64.0,378.10268865097487
3005531,2017-08-18,39,23,6.0,101.2663702707561
3005532,2017-08-18,39,24,82.0,940.080276258096
3005533,2017-08-18,39,25,148.0,940.080276258096
3005534,2017-08-18,39,26,14.0,101.2663702707561
3005535,2017-08-18,39,27,17.0,101.2663702707561
3005536,2017-08-18,39,28,54.0,378.10268865097487
3005537,2017-08-18,39,29,10.0,101.2663702707561
3005538,2017-08-18,39,30,302.0,2900.0780844218434
3005539,2017-08-18,39,31,15.0,101.2663702707561
3005540,2017-08-18,39,32,8.0,101.2663702707561
3005541,2017-08-18,4,0,20.0,101.2663702707561
3005542,2017-08-18,4,1,1.0,101.2663702707561
3005543,2017-08-18,4,2,8.0,101.2663702707561
3005544,2017-08-18,4,3,560.0,9384.554230550824
3005545,2017-08-18,4,4,1.0,101.2663702707561
3005546,2017-08-18,4,5,131.0,940.080276258096
3005547,2017-08-18,4,6,29.0,378.10268865097487
3005548,2017-08-18,4,7,438.0,2900.0780844218434
3005549,2017-08-18,4,8,226.0,1617.3991464760827
3005550,2017-08-18,4,9,90.0,940.080276258096
3005551,2017-08-18,4,10,41.0,378.10268865097487
3005552,2017-08-18,4,11,54.0,378.10268865097487
3005553,2017-08-18,4,12,1277.0,10041.858970414207
3005554,2017-08-18,4,13,14.0,101.2663702707561
3005555,2017-08-18,4,14,4.0,101.2663702707561
3005556,2017-08-18,4,15,75.0,940.080276258096
3005557,2017-08-18,4,16,43.0,378.10268865097487
3005558,2017-08-18,4,17,1.0,101.2663702707561
3005559,2017-08-18,4,18,105.0,940.080276258096
3005560,2017-08-18,4,19,21.0,101.2663702707561
3005561,2017-08-18,4,20,22.0,101.2663702707561
3005562,2017-08-18,4,21,20.0,101.2663702707561
3005563,2017-08-18,4,22,64.0,378.10268865097487
3005564,2017-08-18,4,23,6.0,101.2663702707561
3005565,2017-08-18,4,24,82.0,940.080276258096
3005566,2017-08-18,4,25,148.0,940.080276258096
3005567,2017-08-18,4,26,14.0,101.2663702707561
3005568,2017-08-18,4,27,17.0,101.2663702707561
3005569,2017-08-18,4,28,54.0,378.10268865097487
3005570,2017-08-18,4,29,10.0,101.2663702707561
3005571,2017-08-18,4,30,302.0,2900.0780844218434
3005572,2017-08-18,4,31,15.0,101.2663702707561
3005573,2017-08-18,4,32,8.0,101.2663702707561
3005574,2017-08-18,40,0,20.0,101.2663702707561
3005575,2017-08-18,40,1,1.0,101.2663702707561
3005576,2017-08-18,40,2,8.0,101.2663702707561
3005577,2017-08-18,40,3,560.0,9384.554230550824
3005578,2017-08-18,40,4,1.0,101.2663702707561
3005579,2017-08-18,40,5,131.0,940.080276258096
3005580,2017-08-18,40,6,29.0,378.10268865097487
3005581,2017-08-18,40,7,438.0,2900.0780844218434
3005582,2017-08-18,40,8,226.0,1617.3991464760827
3005583,2017-08-18,40,9,90.0,940.080276258096
3005584,2017-08-18,40,10,41.0,378.10268865097487
3005585,2017-08-18,40,11,54.0,378.10268865097487
3005586,2017-08-18,40,12,1277.0,10041.858970414207
3005587,2017-08-18,40,13,14.0,101.2663702707561
3005588,2017-08-18,40,14,4.0,101.2663702707561
3005589,2017-08-18,40,15,75.0,940.080276258096
3005590,2017-08-18,40,16,43.0,378.10268865097487
3005591,2017-08-18,40,17,1.0,101.2663702707561
3005592,2017-08-18,40,18,105.0,940.080276258096
3005593,2017-08-18,40,19,21.0,101.2663702707561
3005594,2017-08-18,40,20,22.0,101.2663702707561
3005595,2017-08-18,40,21,20.0,101.2663702707561
3005596,2017-08-18,40,22,64.0,378.10268865097487
3005597,2017-08-18,40,23,6.0,101.2663702707561
3005598,2017-08-18,40,24,82.0,940.080276258096
3005599,2017-08-18,40,25,148.0,940.080276258096
3005600,2017-08-18,40,26,14.0,101.2663702707561
3005601,2017-08-18,40,27,17.0,101.2663702707561
3005602,2017-08-18,40,28,54.0,378.10268865097487
3005603,2017-08-18,40,29,10.0,101.2663702707561
3005604,2017-08-18,40,30,302.0,2900.0780844218434
3005605,2017-08-18,40,31,15.0,101.2663702707561
3005606,2017-08-18,40,32,8.0,101.2663702707561
3005607,2017-08-18,41,0,20.0,101.2663702707561
3005608,2017-08-18,41,1,1.0,101.2663702707561
3005609,2017-08-18,41,2,8.0,101.2663702707561
3005610,2017-08-18,41,3,560.0,9384.554230550824
3005611,2017-08-18,41,4,1.0,101.2663702707561
3005612,2017-08-18,41,5,131.0,940.080276258096
3005613,2017-08-18,41,6,29.0,378.10268865097487
3005614,2017-08-18,41,7,438.0,2900.0780844218434
3005615,2017-08-18,41,8,226.0,1617.3991464760827
3005616,2017-08-18,41,9,90.0,940.080276258096
3005617,2017-08-18,41,10,41.0,378.10268865097487
3005618,2017-08-18,41,11,54.0,378.10268865097487
3005619,2017-08-18,41,12,1277.0,10041.858970414207
3005620,2017-08-18,41,13,14.0,101.2663702707561
3005621,2017-08-18,41,14,4.0,101.2663702707561
3005622,2017-08-18,41,15,75.0,940.080276258096
3005623,2017-08-18,41,16,43.0,378.10268865097487
3005624,2017-08-18,41,17,1.0,101.2663702707561
3005625,2017-08-18,41,18,105.0,940.080276258096
3005626,2017-08-18,41,19,21.0,101.2663702707561
3005627,2017-08-18,41,20,22.0,101.2663702707561
3005628,2017-08-18,41,21,20.0,101.2663702707561
3005629,2017-08-18,41,22,64.0,378.10268865097487
3005630,2017-08-18,41,23,6.0,101.2663702707561
3005631,2017-08-18,41,24,82.0,940.080276258096
3005632,2017-08-18,41,25,148.0,940.080276258096
3005633,2017-08-18,41,26,14.0,101.2663702707561
3005634,2017-08-18,41,27,17.0,101.2663702707561
3005635,2017-08-18,41,28,54.0,378.10268865097487
3005636,2017-08-18,41,29,10.0,101.2663702707561
3005637,2017-08-18,41,30,302.0,2900.0780844218434
3005638,2017-08-18,41,31,15.0,101.2663702707561
3005639,2017-08-18,41,32,8.0,101.2663702707561
3005640,2017-08-18,42,0,20.0,101.2663702707561
3005641,2017-08-18,42,1,1.0,101.2663702707561
3005642,2017-08-18,42,2,8.0,101.2663702707561
3005643,2017-08-18,42,3,560.0,9384.554230550824
3005644,2017-08-18,42,4,1.0,101.2663702707561
3005645,2017-08-18,42,5,131.0,940.080276258096
3005646,2017-08-18,42,6,29.0,378.10268865097487
3005647,2017-08-18,42,7,438.0,2900.0780844218434
3005648,2017-08-18,42,8,226.0,1617.3991464760827
3005649,2017-08-18,42,9,90.0,940.080276258096
3005650,2017-08-18,42,10,41.0,378.10268865097487
3005651,2017-08-18,42,11,54.0,378.10268865097487
3005652,2017-08-18,42,12,1277.0,10041.858970414207
3005653,2017-08-18,42,13,14.0,101.2663702707561
3005654,2017-08-18,42,14,4.0,101.2663702707561
3005655,2017-08-18,42,15,75.0,940.080276258096
3005656,2017-08-18,42,16,43.0,378.10268865097487
3005657,2017-08-18,42,17,1.0,101.2663702707561
3005658,2017-08-18,42,18,105.0,940.080276258096
3005659,2017-08-18,42,19,21.0,101.2663702707561
3005660,2017-08-18,42,20,22.0,101.2663702707561
3005661,2017-08-18,42,21,20.0,101.2663702707561
3005662,2017-08-18,42,22,64.0,378.10268865097487
3005663,2017-08-18,42,23,6.0,101.2663702707561
3005664,2017-08-18,42,24,82.0,940.080276258096
3005665,2017-08-18,42,25,148.0,940.080276258096
3005666,2017-08-18,42,26,14.0,101.2663702707561
3005667,2017-08-18,42,27,17.0,101.2663702707561
3005668,2017-08-18,42,28,54.0,378.10268865097487
3005669,2017-08-18,42,29,10.0,101.2663702707561
3005670,2017-08-18,42,30,302.0,2900.0780844218434
3005671,2017-08-18,42,31,15.0,101.2663702707561
3005672,2017-08-18,42,32,8.0,101.2663702707561
3005673,2017-08-18,43,0,20.0,101.2663702707561
3005674,2017-08-18,43,1,1.0,101.2663702707561
3005675,2017-08-18,43,2,8.0,101.2663702707561
3005676,2017-08-18,43,3,560.0,9384.554230550824
3005677,2017-08-18,43,4,1.0,101.2663702707561
3005678,2017-08-18,43,5,131.0,940.080276258096
3005679,2017-08-18,43,6,29.0,378.10268865097487
3005680,2017-08-18,43,7,438.0,2900.0780844218434
3005681,2017-08-18,43,8,226.0,1617.3991464760827
3005682,2017-08-18,43,9,90.0,940.080276258096
3005683,2017-08-18,43,10,41.0,378.10268865097487
3005684,2017-08-18,43,11,54.0,378.10268865097487
3005685,2017-08-18,43,12,1277.0,10041.858970414207
3005686,2017-08-18,43,13,14.0,101.2663702707561
3005687,2017-08-18,43,14,4.0,101.2663702707561
3005688,2017-08-18,43,15,75.0,940.080276258096
3005689,2017-08-18,43,16,43.0,378.10268865097487
3005690,2017-08-18,43,17,1.0,101.2663702707561
3005691,2017-08-18,43,18,105.0,940.080276258096
3005692,2017-08-18,43,19,21.0,101.2663702707561
3005693,2017-08-18,43,20,22.0,101.2663702707561
3005694,2017-08-18,43,21,20.0,101.2663702707561
3005695,2017-08-18,43,22,64.0,378.10268865097487
3005696,2017-08-18,43,23,6.0,101.2663702707561
3005697,2017-08-18,43,24,82.0,940.080276258096
3005698,2017-08-18,43,25,148.0,940.080276258096
3005699,2017-08-18,43,26,14.0,101.2663702707561
3005700,2017-08-18,43,27,17.0,101.2663702707561
3005701,2017-08-18,43,28,54.0,378.10268865097487
3005702,2017-08-18,43,29,10.0,101.2663702707561
3005703,2017-08-18,43,30,302.0,2900.0780844218434
3005704,2017-08-18,43,31,15.0,101.2663702707561
3005705,2017-08-18,43,32,8.0,101.2663702707561
3005706,2017-08-18,44,0,20.0,101.2663702707561
3005707,2017-08-18,44,1,1.0,101.2663702707561
3005708,2017-08-18,44,2,8.0,101.2663702707561
3005709,2017-08-18,44,3,560.0,9384.554230550824
3005710,2017-08-18,44,4,1.0,101.2663702707561
3005711,2017-08-18,44,5,131.0,940.080276258096
3005712,2017-08-18,44,6,29.0,378.10268865097487
3005713,2017-08-18,44,7,438.0,2900.0780844218434
3005714,2017-08-18,44,8,226.0,1617.3991464760827
3005715,2017-08-18,44,9,90.0,940.080276258096
3005716,2017-08-18,44,10,41.0,378.10268865097487
3005717,2017-08-18,44,11,54.0,378.10268865097487
3005718,2017-08-18,44,12,1277.0,10041.858970414207
3005719,2017-08-18,44,13,14.0,101.2663702707561
3005720,2017-08-18,44,14,4.0,101.2663702707561
3005721,2017-08-18,44,15,75.0,940.080276258096
3005722,2017-08-18,44,16,43.0,378.10268865097487
3005723,2017-08-18,44,17,1.0,101.2663702707561
3005724,2017-08-18,44,18,105.0,940.080276258096
3005725,2017-08-18,44,19,21.0,101.2663702707561
3005726,2017-08-18,44,20,22.0,101.2663702707561
3005727,2017-08-18,44,21,20.0,101.2663702707561
3005728,2017-08-18,44,22,64.0,378.10268865097487
3005729,2017-08-18,44,23,6.0,101.2663702707561
3005730,2017-08-18,44,24,82.0,940.080276258096
3005731,2017-08-18,44,25,148.0,940.080276258096
3005732,2017-08-18,44,26,14.0,101.2663702707561
3005733,2017-08-18,44,27,17.0,101.2663702707561
3005734,2017-08-18,44,28,54.0,378.10268865097487
3005735,2017-08-18,44,29,10.0,101.2663702707561
3005736,2017-08-18,44,30,302.0,2900.0780844218434
3005737,2017-08-18,44,31,15.0,101.2663702707561
3005738,2017-08-18,44,32,8.0,101.2663702707561
3005739,2017-08-18,45,0,20.0,101.2663702707561
3005740,2017-08-18,45,1,1.0,101.2663702707561
3005741,2017-08-18,45,2,8.0,101.2663702707561
3005742,2017-08-18,45,3,560.0,9384.554230550824
3005743,2017-08-18,45,4,1.0,101.2663702707561
3005744,2017-08-18,45,5,131.0,940.080276258096
3005745,2017-08-18,45,6,29.0,378.10268865097487
3005746,2017-08-18,45,7,438.0,2900.0780844218434
3005747,2017-08-18,45,8,226.0,1617.3991464760827
3005748,2017-08-18,45,9,90.0,940.080276258096
3005749,2017-08-18,45,10,41.0,378.10268865097487
3005750,2017-08-18,45,11,54.0,378.10268865097487
3005751,2017-08-18,45,12,1277.0,10041.858970414207
3005752,2017-08-18,45,13,14.0,101.2663702707561
3005753,2017-08-18,45,14,4.0,101.2663702707561
3005754,2017-08-18,45,15,75.0,940.080276258096
3005755,2017-08-18,45,16,43.0,378.10268865097487
3005756,2017-08-18,45,17,1.0,101.2663702707561
3005757,2017-08-18,45,18,105.0,940.080276258096
3005758,2017-08-18,45,19,21.0,101.2663702707561
3005759,2017-08-18,45,20,22.0,101.2663702707561
3005760,2017-08-18,45,21,20.0,101.2663702707561
3005761,2017-08-18,45,22,64.0,378.10268865097487
3005762,2017-08-18,45,23,6.0,101.2663702707561
3005763,2017-08-18,45,24,82.0,940.080276258096
3005764,2017-08-18,45,25,148.0,940.080276258096
3005765,2017-08-18,45,26,14.0,101.2663702707561
3005766,2017-08-18,45,27,17.0,101.2663702707561
3005767,2017-08-18,45,28,54.0,378.10268865097487
3005768,2017-08-18,45,29,10.0,101.2663702707561
3005769,2017-08-18,45,30,302.0,2900.0780844218434
3005770,2017-08-18,45,31,15.0,101.2663702707561
3005771,2017-08-18,45,32,8.0,101.2663702707561
3005772,2017-08-18,46,0,20.0,101.2663702707561
3005773,2017-08-18,46,1,1.0,101.2663702707561
3005774,2017-08-18,46,2,8.0,101.2663702707561
3005775,2017-08-18,46,3,560.0,9384.554230550824
3005776,2017-08-18,46,4,1.0,101.2663702707561
3005777,2017-08-18,46,5,131.0,940.080276258096
3005778,2017-08-18,46,6,29.0,378.10268865097487
3005779,2017-08-18,46,7,438.0,2900.0780844218434
3005780,2017-08-18,46,8,226.0,1617.3991464760827
3005781,2017-08-18,46,9,90.0,940.080276258096
3005782,2017-08-18,46,10,41.0,378.10268865097487
3005783,2017-08-18,46,11,54.0,378.10268865097487
3005784,2017-08-18,46,12,1277.0,10041.858970414207
3005785,2017-08-18,46,13,14.0,101.2663702707561
3005786,2017-08-18,46,14,4.0,101.2663702707561
3005787,2017-08-18,46,15,75.0,940.080276258096
3005788,2017-08-18,46,16,43.0,378.10268865097487
3005789,2017-08-18,46,17,1.0,101.2663702707561
3005790,2017-08-18,46,18,105.0,940.080276258096
3005791,2017-08-18,46,19,21.0,101.2663702707561
3005792,2017-08-18,46,20,22.0,101.2663702707561
3005793,2017-08-18,46,21,20.0,101.2663702707561
3005794,2017-08-18,46,22,64.0,378.10268865097487
3005795,2017-08-18,46,23,6.0,101.2663702707561
3005796,2017-08-18,46,24,82.0,940.080276258096
3005797,2017-08-18,46,25,148.0,940.080276258096
3005798,2017-08-18,46,26,14.0,101.2663702707561
3005799,2017-08-18,46,27,17.0,101.2663702707561
3005800,2017-08-18,46,28,54.0,378.10268865097487
3005801,2017-08-18,46,29,10.0,101.2663702707561
3005802,2017-08-18,46,30,302.0,2900.0780844218434
3005803,2017-08-18,46,31,15.0,101.2663702707561
3005804,2017-08-18,46,32,8.0,101.2663702707561
3005805,2017-08-18,47,0,20.0,101.2663702707561
3005806,2017-08-18,47,1,1.0,101.2663702707561
3005807,2017-08-18,47,2,8.0,101.2663702707561
3005808,2017-08-18,47,3,560.0,9384.554230550824
3005809,2017-08-18,47,4,1.0,101.2663702707561
3005810,2017-08-18,47,5,131.0,940.080276258096
3005811,2017-08-18,47,6,29.0,378.10268865097487
3005812,2017-08-18,47,7,438.0,2900.0780844218434
3005813,2017-08-18,47,8,226.0,1617.3991464760827
3005814,2017-08-18,47,9,90.0,940.080276258096
3005815,2017-08-18,47,10,41.0,378.10268865097487
3005816,2017-08-18,47,11,54.0,378.10268865097487
3005817,2017-08-18,47,12,1277.0,10041.858970414207
3005818,2017-08-18,47,13,14.0,101.2663702707561
3005819,2017-08-18,47,14,4.0,101.2663702707561
3005820,2017-08-18,47,15,75.0,940.080276258096
3005821,2017-08-18,47,16,43.0,378.10268865097487
3005822,2017-08-18,47,17,1.0,101.2663702707561
3005823,2017-08-18,47,18,105.0,940.080276258096
3005824,2017-08-18,47,19,21.0,101.2663702707561
3005825,2017-08-18,47,20,22.0,101.2663702707561
3005826,2017-08-18,47,21,20.0,101.2663702707561
3005827,2017-08-18,47,22,64.0,378.10268865097487
3005828,2017-08-18,47,23,6.0,101.2663702707561
3005829,2017-08-18,47,24,82.0,940.080276258096
3005830,2017-08-18,47,25,148.0,940.080276258096
3005831,2017-08-18,47,26,14.0,101.2663702707561
3005832,2017-08-18,47,27,17.0,101.2663702707561
3005833,2017-08-18,47,28,54.0,378.10268865097487
3005834,2017-08-18,47,29,10.0,101.2663702707561
3005835,2017-08-18,47,30,302.0,2900.0780844218434
3005836,2017-08-18,47,31,15.0,101.2663702707561
3005837,2017-08-18,47,32,8.0,101.2663702707561
3005838,2017-08-18,48,0,20.0,101.2663702707561
3005839,2017-08-18,48,1,1.0,101.2663702707561
3005840,2017-08-18,48,2,8.0,101.2663702707561
3005841,2017-08-18,48,3,560.0,9384.554230550824
3005842,2017-08-18,48,4,1.0,101.2663702707561
3005843,2017-08-18,48,5,131.0,940.080276258096
3005844,2017-08-18,48,6,29.0,378.10268865097487
3005845,2017-08-18,48,7,438.0,2900.0780844218434
3005846,2017-08-18,48,8,226.0,1617.3991464760827
3005847,2017-08-18,48,9,90.0,940.080276258096
3005848,2017-08-18,48,10,41.0,378.10268865097487
3005849,2017-08-18,48,11,54.0,378.10268865097487
3005850,2017-08-18,48,12,1277.0,10041.858970414207
3005851,2017-08-18,48,13,14.0,101.2663702707561
3005852,2017-08-18,48,14,4.0,101.2663702707561
3005853,2017-08-18,48,15,75.0,940.080276258096
3005854,2017-08-18,48,16,43.0,378.10268865097487
3005855,2017-08-18,48,17,1.0,101.2663702707561
3005856,2017-08-18,48,18,105.0,940.080276258096
3005857,2017-08-18,48,19,21.0,101.2663702707561
3005858,2017-08-18,48,20,22.0,101.2663702707561
3005859,2017-08-18,48,21,20.0,101.2663702707561
3005860,2017-08-18,48,22,64.0,378.10268865097487
3005861,2017-08-18,48,23,6.0,101.2663702707561
3005862,2017-08-18,48,24,82.0,940.080276258096
3005863,2017-08-18,48,25,148.0,940.080276258096
3005864,2017-08-18,48,26,14.0,101.2663702707561
3005865,2017-08-18,48,27,17.0,101.2663702707561
3005866,2017-08-18,48,28,54.0,378.10268865097487
3005867,2017-08-18,48,29,10.0,101.2663702707561
3005868,2017-08-18,48,30,302.0,2900.0780844218434
3005869,2017-08-18,48,31,15.0,101.2663702707561
3005870,2017-08-18,48,32,8.0,101.2663702707561
3005871,2017-08-18,49,0,20.0,101.2663702707561
3005872,2017-08-18,49,1,1.0,101.2663702707561
3005873,2017-08-18,49,2,8.0,101.2663702707561
3005874,2017-08-18,49,3,560.0,9384.554230550824
3005875,2017-08-18,49,4,1.0,101.2663702707561
3005876,2017-08-18,49,5,131.0,940.080276258096
3005877,2017-08-18,49,6,29.0,378.10268865097487
3005878,2017-08-18,49,7,438.0,2900.0780844218434
3005879,2017-08-18,49,8,226.0,1617.3991464760827
3005880,2017-08-18,49,9,90.0,940.080276258096
3005881,2017-08-18,49,10,41.0,378.10268865097487
3005882,2017-08-18,49,11,54.0,378.10268865097487
3005883,2017-08-18,49,12,1277.0,10041.858970414207
3005884,2017-08-18,49,13,14.0,101.2663702707561
3005885,2017-08-18,49,14,4.0,101.2663702707561
3005886,2017-08-18,49,15,75.0,940.080276258096
3005887,2017-08-18,49,16,43.0,378.10268865097487
3005888,2017-08-18,49,17,1.0,101.2663702707561
3005889,2017-08-18,49,18,105.0,940.080276258096
3005890,2017-08-18,49,19,21.0,101.2663702707561
3005891,2017-08-18,49,20,22.0,101.2663702707561
3005892,2017-08-18,49,21,20.0,101.2663702707561
3005893,2017-08-18,49,22,64.0,378.10268865097487
3005894,2017-08-18,49,23,6.0,101.2663702707561
3005895,2017-08-18,49,24,82.0,940.080276258096
3005896,2017-08-18,49,25,148.0,940.080276258096
3005897,2017-08-18,49,26,14.0,101.2663702707561
3005898,2017-08-18,49,27,17.0,101.2663702707561
3005899,2017-08-18,49,28,54.0,378.10268865097487
3005900,2017-08-18,49,29,10.0,101.2663702707561
3005901,2017-08-18,49,30,302.0,2900.0780844218434
3005902,2017-08-18,49,31,15.0,101.2663702707561
3005903,2017-08-18,49,32,8.0,101.2663702707561
3005904,2017-08-18,5,0,20.0,101.2663702707561
3005905,2017-08-18,5,1,1.0,101.2663702707561
3005906,2017-08-18,5,2,8.0,101.2663702707561
3005907,2017-08-18,5,3,560.0,9384.554230550824
3005908,2017-08-18,5,4,1.0,101.2663702707561
3005909,2017-08-18,5,5,131.0,940.080276258096
3005910,2017-08-18,5,6,29.0,378.10268865097487
3005911,2017-08-18,5,7,438.0,2900.0780844218434
3005912,2017-08-18,5,8,226.0,1617.3991464760827
3005913,2017-08-18,5,9,90.0,940.080276258096
3005914,2017-08-18,5,10,41.0,378.10268865097487
3005915,2017-08-18,5,11,54.0,378.10268865097487
3005916,2017-08-18,5,12,1277.0,10041.858970414207
